CUSTOMER_ID,TRUCK_ID,TEMPERATURE,HUMIDITY,LOAD_TYPE,LON,LAT,TIMESTAMP
C0010,TRC00004,9,31,ELECTRONICS,-86.5441,36.2242,2019-02-13 11:40:00
C0001,TRC00005,18,55,FOOD,-86.4544,36.3808,2019-02-13 11:40:00
C0002,TRC00005,5,54,MEDICAL,-86.6077,36.3056,2019-02-13 11:40:00
C0003,TRC00005,29,20,ELECTRONICS,-86.4581,36.3836,2019-02-13 11:40:00
C0004,TRC00005,18,54,FOOD,-86.5123,35.9747,2019-02-13 11:40:00
C0005,TRC00005,18,35,MEDICAL,-86.4796,36.3727,2019-02-13 11:40:00
C0006,TRC00005,20,70,ELECTRONICS,-86.5086,35.9775,2019-02-13 11:40:00
C0007,TRC00005,12,34,FOOD,-86.4965,36.3613,2019-02-13 11:40:00
C0008,TRC00005,8,43,MEDICAL,-86.6203,36.3049,2019-02-13 11:40:00
C0009,TRC00005,1,49,ELECTRONICS,-86.6881,36.4685,2019-02-13 11:40:00
C0010,TRC00005,30,62,FOOD,-86.6224,36.3044,2019-02-13 11:40:00
C0001,TRC00006,30,23,MEDICAL,-86.6784,36.4688,2019-02-13 11:40:00
C0002,TRC00006,25,68,ELECTRONICS,-86.6762,36.4692,2019-02-13 11:40:00
C0003,TRC00006,5,57,FOOD,-86.6319,36.302,2019-02-13 11:40:00
C0004,TRC00006,30,70,MEDICAL,-86.6404,36.303,2019-02-13 11:40:00
C0005,TRC00006,4,22,ELECTRONICS,-86.6753,36.4694,2019-02-13 11:40:00
C0006,TRC00006,34,49,FOOD,-86.7064,36.2627,2019-02-13 11:40:00
C0007,TRC00006,30,24,MEDICAL,-86.7242,36.4173,2019-02-13 11:40:00
C0008,TRC00006,7,64,ELECTRONICS,-86.6955,36.2987,2019-02-13 11:40:00
C0009,TRC00006,16,29,FOOD,-85.9554,36.2525,2019-02-13 11:40:00
C0010,TRC00006,10,21,MEDICAL,-85.4637,35.9555,2019-02-13 11:40:00
C0001,TRC00007,24,24,ELECTRONICS,-85.326,36.3839,2019-02-13 11:40:00
C0002,TRC00007,11,42,FOOD,-85.462,35.9253,2019-02-13 11:40:00
C0003,TRC00007,16,40,MEDICAL,-85.3328,36.3789,2019-02-13 11:40:00
C0004,TRC00007,4,37,ELECTRONICS,-85.5035,36.134,2019-02-13 11:40:00
C0005,TRC00007,26,40,FOOD,-85.1356,36.6924,2019-02-13 11:40:00
C0006,TRC00007,17,42,MEDICAL,-85.5075,36.137,2019-02-13 11:40:00
C0007,TRC00007,14,20,ELECTRONICS,-85.5129,36.1618,2019-02-13 11:40:00
C0008,TRC00007,34,48,FOOD,-86.7187,36.3296,2019-02-13 11:40:00
C0009,TRC00007,16,54,MEDICAL,-85.4994,36.1548,2019-02-13 11:40:00
C0010,TRC00007,12,53,ELECTRONICS,-86.7133,36.3221,2019-02-13 11:40:00
C0001,TRC00008,11,43,FOOD,-86.6993,36.3226,2019-02-13 11:40:00
C0002,TRC00008,10,27,MEDICAL,-85.5,36.1628,2019-02-13 11:40:00
C0003,TRC00008,15,26,ELECTRONICS,-86.7053,36.317,2019-02-13 11:40:00
C0004,TRC00008,31,74,FOOD,-86.5821,36.2172,2019-02-13 11:40:00
C0005,TRC00008,32,30,MEDICAL,-86.7074,36.3157,2019-02-13 11:40:00
C0006,TRC00008,30,76,ELECTRONICS,-86.6977,36.3103,2019-02-13 11:40:00
C0007,TRC00008,34,24,FOOD,-86.703,36.2978,2019-02-13 11:40:00
C0008,TRC00008,12,31,MEDICAL,-86.7028,36.2924,2019-02-13 11:40:00
C0009,TRC00008,19,38,ELECTRONICS,-84.9032,36.3981,2019-02-13 11:40:00
C0010,TRC00008,5,37,FOOD,-86.7108,36.2679,2019-02-13 11:40:00
C0001,TRC00009,21,42,MEDICAL,-84.9258,34.3768,2019-02-13 11:40:00
C0002,TRC00009,9,54,ELECTRONICS,-86.7064,36.2627,2019-02-13 11:40:00
C0003,TRC00009,6,23,FOOD,-84.9261,34.3651,2019-02-13 11:40:00
C0004,TRC00009,23,44,MEDICAL,-86.7242,36.2324,2019-02-13 11:40:00
C0005,TRC00009,3,42,ELECTRONICS,-84.8704,34.388,2019-02-13 11:40:00
C0006,TRC00009,33,61,FOOD,-86.6943,36.2209,2019-02-13 11:40:00
C0007,TRC00009,15,49,MEDICAL,-84.9227,34.4755,2019-02-13 11:40:00
C0008,TRC00009,12,20,ELECTRONICS,-84.9362,34.4791,2019-02-13 11:40:00
C0009,TRC00009,9,40,FOOD,-86.6959,36.2104,2019-02-13 11:40:00
C0010,TRC00009,19,48,MEDICAL,-84.9511,34.5028,2019-02-13 11:40:00
C0001,TRC00010,12,36,ELECTRONICS,-86.6951,36.2102,2019-02-13 11:40:00
C0002,TRC00010,12,73,FOOD,-86.6931,36.2093,2019-02-13 11:40:00
C0003,TRC00010,21,39,MEDICAL,-84.9227,34.5118,2019-02-13 11:40:00
C0004,TRC00010,13,39,ELECTRONICS,-84.8566,34.1653,2019-02-13 11:40:00
C0005,TRC00010,12,73,FOOD,-86.6954,36.2048,2019-02-13 11:40:00
C0006,TRC00010,14,60,MEDICAL,-84.8328,34.147,2019-02-13 11:40:00
C0007,TRC00010,16,62,ELECTRONICS,-86.6666,36.1465,2019-02-13 11:40:00
C0008,TRC00010,28,27,FOOD,-85.0512,33.9975,2019-02-13 11:40:00
C0009,TRC00010,23,76,MEDICAL,-86.6064,36.1797,2019-02-13 11:40:00
C0010,TRC00010,4,33,ELECTRONICS,-86.6236,36.1932,2019-02-13 11:40:00
C0001,TRC00011,34,37,FOOD,-80.0019,37.3185,2019-02-13 11:40:00
C0002,TRC00011,14,50,MEDICAL,-80.0009,33.1854,2019-02-13 11:40:00
C0003,TRC00011,24,45,MEDICAL,-80.0086,33.194,2019-02-13 11:40:00
C0004,TRC00011,21,63,MEDICAL,-80.0109,37.2329,2019-02-13 11:40:00
C0005,TRC00011,30,42,FOOD,-80.0033,35.9209,2019-02-13 11:40:00
C0006,TRC00011,26,33,MEDICAL,-80.0078,37.2326,2019-02-13 11:40:00
C0007,TRC00011,8,55,MEDICAL,-80.0168,35.9253,2019-02-13 11:40:00
C0008,TRC00011,9,67,ELECTRONICS,-80.0158,35.9315,2019-02-13 11:40:00
C0009,TRC00011,23,44,ELECTRONICS,-80.0008,35.9543,2019-02-13 11:40:00
C0010,TRC00011,19,27,FOOD,-80.004,35.9558,2019-02-13 11:40:00
C0001,TRC00012,15,34,MEDICAL,-80.0055,35.9572,2019-02-13 11:40:00
C0002,TRC00012,11,34,ELECTRONICS,-80.0092,35.9555,2019-02-13 11:40:00
C0003,TRC00012,20,64,MEDICAL,-80.0052,32.7985,2019-02-13 11:40:00
C0004,TRC00012,7,27,FOOD,-80.0002,37.2378,2019-02-13 11:40:00
C0005,TRC00012,20,60,MEDICAL,-80.008,37.2322,2019-02-13 11:40:00
C0006,TRC00012,24,73,MEDICAL,-80.0151,32.8665,2019-02-13 11:40:00
C0007,TRC00012,16,60,ELECTRONICS,-80.0147,32.8804,2019-02-13 11:40:00
C0008,TRC00012,30,54,MEDICAL,-80.0138,32.878,2019-02-13 11:40:00
C0009,TRC00012,15,73,MEDICAL,-80.0137,32.8783,2019-02-13 11:40:00
C0010,TRC00012,18,34,MEDICAL,-80.005,32.8477,2019-02-13 11:40:00
C0001,TRC00013,18,68,MEDICAL,-80.0057,32.8091,2019-02-13 11:40:00
C0002,TRC00013,24,70,MEDICAL,-80.0013,32.9683,2019-02-13 11:40:00
C0003,TRC00013,25,35,ELECTRONICS,-80.0084,32.7859,2019-02-13 11:40:00
C0004,TRC00013,16,30,MEDICAL,-80.0094,35.9622,2019-02-13 11:40:00
C0005,TRC00013,11,53,FOOD,-80.01,36.0059,2019-02-13 11:40:00
C0006,TRC00013,2,58,FOOD,-86.5783,36.7221,2019-02-13 11:40:00
C0007,TRC00013,31,48,MEDICAL,-86.5574,36.6682,2019-02-13 11:40:00
C0008,TRC00013,12,29,ELECTRONICS,-86.5225,36.6037,2019-02-13 11:40:00
C0009,TRC00013,11,56,FOOD,-86.5146,36.5733,2019-02-13 11:40:00
C0010,TRC00013,6,72,MEDICAL,-86.7831,36.0424,2019-02-13 11:40:00
C0001,TRC00014,18,73,ELECTRONICS,-86.0422,36.525,2019-02-13 11:40:00
C0002,TRC00014,20,31,FOOD,-86.5116,36.1832,2019-02-13 11:40:00
C0003,TRC00014,22,74,MEDICAL,-86.4364,36.391,2019-02-13 11:40:00
C0004,TRC00014,27,70,ELECTRONICS,-86.5122,36.1891,2019-02-13 11:40:00
C0005,TRC00014,24,59,FOOD,-86.4458,36.3926,2019-02-13 11:40:00
C0006,TRC00014,2,42,MEDICAL,-86.5149,36.1917,2019-02-13 11:40:00
C0007,TRC00014,28,31,ELECTRONICS,-86.5122,36.1798,2019-02-13 11:40:00
C0008,TRC00014,10,56,FOOD,-86.446,36.3889,2019-02-13 11:40:00
C0009,TRC00014,5,57,MEDICAL,-86.5181,36.2046,2019-02-13 11:40:00
C0010,TRC00014,7,31,ELECTRONICS,-86.5441,36.2242,2019-02-13 11:40:00
C0001,TRC00015,3,55,FOOD,-86.4544,36.3808,2019-02-13 11:40:00
C0002,TRC00015,22,54,MEDICAL,-86.6077,36.3056,2019-02-13 11:40:00
C0003,TRC00015,33,20,ELECTRONICS,-86.4581,36.3836,2019-02-13 11:40:00
C0004,TRC00015,11,54,FOOD,-86.5123,35.9747,2019-02-13 11:40:00
C0005,TRC00015,29,35,MEDICAL,-86.4796,36.3727,2019-02-13 11:40:00
C0006,TRC00015,3,70,ELECTRONICS,-86.5086,35.9775,2019-02-13 11:40:00
C0007,TRC00015,28,34,FOOD,-86.4965,36.3613,2019-02-13 11:40:00
C0008,TRC00015,15,43,MEDICAL,-86.6203,36.3049,2019-02-13 11:40:00
C0009,TRC00015,18,49,ELECTRONICS,-86.6881,36.4685,2019-02-13 11:40:00
C0010,TRC00015,22,62,FOOD,-86.6224,36.3044,2019-02-13 11:40:00
C0001,TRC00016,16,23,MEDICAL,-86.6784,36.4688,2019-02-13 11:40:00
C0002,TRC00016,24,68,ELECTRONICS,-86.6762,36.4692,2019-02-13 11:40:00
C0003,TRC00016,24,57,FOOD,-86.6319,36.302,2019-02-13 11:40:00
C0004,TRC00016,15,70,MEDICAL,-86.6404,36.303,2019-02-13 11:40:00
C0005,TRC00016,34,22,ELECTRONICS,-86.6753,36.4694,2019-02-13 11:40:00
C0006,TRC00016,1,49,FOOD,-86.7064,36.2627,2019-02-13 11:40:00
C0007,TRC00016,23,24,MEDICAL,-86.7242,36.4173,2019-02-13 11:40:00
C0008,TRC00016,14,64,ELECTRONICS,-86.6955,36.2987,2019-02-13 11:40:00
C0009,TRC00016,33,29,FOOD,-85.9554,36.2525,2019-02-13 11:40:00
C0010,TRC00016,21,21,MEDICAL,-85.4637,35.9555,2019-02-13 11:40:00
C0001,TRC00017,3,24,ELECTRONICS,-85.326,36.3839,2019-02-13 11:40:00
C0002,TRC00017,25,42,FOOD,-85.462,35.9253,2019-02-13 11:40:00
C0003,TRC00017,1,40,MEDICAL,-85.3328,36.3789,2019-02-13 11:40:00
C0004,TRC00017,9,37,ELECTRONICS,-85.5035,36.134,2019-02-13 11:40:00
C0005,TRC00017,21,40,FOOD,-85.1356,36.6924,2019-02-13 11:40:00
C0006,TRC00017,16,42,MEDICAL,-85.5075,36.137,2019-02-13 11:40:00
C0007,TRC00017,34,20,ELECTRONICS,-85.5129,36.1618,2019-02-13 11:40:00
C0008,TRC00017,3,48,FOOD,-86.7187,36.3296,2019-02-13 11:40:00
C0009,TRC00017,25,54,MEDICAL,-85.4994,36.1548,2019-02-13 11:40:00
C0010,TRC00017,13,53,ELECTRONICS,-86.7133,36.3221,2019-02-13 11:40:00
C0001,TRC00018,19,43,FOOD,-86.6993,36.3226,2019-02-13 11:40:00
C0002,TRC00018,13,27,MEDICAL,-85.5,36.1628,2019-02-13 11:40:00
C0003,TRC00018,11,26,ELECTRONICS,-86.7053,36.317,2019-02-13 11:40:00
C0004,TRC00018,10,74,FOOD,-86.5821,36.2172,2019-02-13 11:40:00
C0005,TRC00018,18,30,MEDICAL,-86.7074,36.3157,2019-02-13 11:40:00
C0006,TRC00018,20,76,ELECTRONICS,-86.6977,36.3103,2019-02-13 11:40:00
C0007,TRC00018,9,24,FOOD,-86.703,36.2978,2019-02-13 11:40:00
C0008,TRC00018,25,31,MEDICAL,-86.7028,36.2924,2019-02-13 11:40:00
C0009,TRC00018,15,38,ELECTRONICS,-84.9032,36.3981,2019-02-13 11:40:00
C0010,TRC00018,4,37,FOOD,-86.7108,36.2679,2019-02-13 11:40:00
C0001,TRC00019,19,42,MEDICAL,-84.9258,34.3768,2019-02-13 11:40:00
C0002,TRC00019,12,54,ELECTRONICS,-86.7064,36.2627,2019-02-13 11:40:00
C0003,TRC00019,21,23,FOOD,-84.9261,34.3651,2019-02-13 11:40:00
C0004,TRC00019,24,44,MEDICAL,-86.7242,36.2324,2019-02-13 11:40:00
C0005,TRC00019,12,42,ELECTRONICS,-84.8704,34.388,2019-02-13 11:40:00
C0006,TRC00019,4,61,FOOD,-86.6943,36.2209,2019-02-13 11:40:00
C0007,TRC00019,30,49,MEDICAL,-84.9227,34.4755,2019-02-13 11:40:00
C0008,TRC00019,26,20,ELECTRONICS,-84.9362,34.4791,2019-02-13 11:40:00
C0009,TRC00019,32,40,FOOD,-86.6959,36.2104,2019-02-13 11:40:00
C0010,TRC00019,26,48,MEDICAL,-84.9511,34.5028,2019-02-13 11:40:00
C0001,TRC00020,15,36,ELECTRONICS,-86.6951,36.2102,2019-02-13 11:40:00
C0002,TRC00020,9,73,FOOD,-86.6931,36.2093,2019-02-13 11:40:00
C0003,TRC00020,25,39,MEDICAL,-84.9227,34.5118,2019-02-13 11:40:00
C0004,TRC00020,33,39,ELECTRONICS,-84.8566,34.1653,2019-02-13 11:40:00
C0005,TRC00020,11,73,FOOD,-86.6954,36.2048,2019-02-13 11:40:00
C0006,TRC00020,30,60,MEDICAL,-84.8328,34.147,2019-02-13 11:40:00
C0007,TRC00020,16,62,ELECTRONICS,-86.6666,36.1465,2019-02-13 11:40:00
C0008,TRC00020,23,27,FOOD,-85.0512,33.9975,2019-02-13 11:40:00
C0009,TRC00020,30,76,MEDICAL,-86.6064,36.1797,2019-02-13 11:40:00
C0010,TRC00020,31,33,ELECTRONICS,-86.6236,36.1932,2019-02-13 11:40:00
C0001,TRC00021,2,37,FOOD,-80.0019,37.3185,2019-02-13 11:40:00
C0002,TRC00021,25,50,MEDICAL,-80.0009,33.1854,2019-02-13 11:40:00
C0003,TRC00021,29,45,MEDICAL,-80.0086,33.194,2019-02-13 11:40:00
C0004,TRC00021,33,63,MEDICAL,-80.0109,37.2329,2019-02-13 11:40:00
C0005,TRC00021,31,42,FOOD,-80.0033,35.9209,2019-02-13 11:40:00
C0006,TRC00021,30,33,MEDICAL,-80.0078,37.2326,2019-02-13 11:40:00
C0007,TRC00021,1,55,MEDICAL,-80.0168,35.9253,2019-02-13 11:40:00
C0008,TRC00021,9,67,ELECTRONICS,-80.0158,35.9315,2019-02-13 11:40:00
C0009,TRC00021,18,44,ELECTRONICS,-80.0008,35.9543,2019-02-13 11:40:00
C0010,TRC00021,14,27,FOOD,-80.004,35.9558,2019-02-13 11:40:00
C0001,TRC00022,23,34,MEDICAL,-80.0055,35.9572,2019-02-13 11:40:00
C0002,TRC00022,6,34,ELECTRONICS,-80.0092,35.9555,2019-02-13 11:40:00
C0003,TRC00022,31,64,MEDICAL,-80.0052,32.7985,2019-02-13 11:40:00
C0004,TRC00022,7,27,FOOD,-80.0002,37.2378,2019-02-13 11:40:00
C0005,TRC00022,4,60,MEDICAL,-80.008,37.2322,2019-02-13 11:40:00
C0006,TRC00022,25,73,MEDICAL,-80.0151,32.8665,2019-02-13 11:40:00
C0007,TRC00022,17,60,ELECTRONICS,-80.0147,32.8804,2019-02-13 11:40:00
C0008,TRC00022,17,54,MEDICAL,-80.0138,32.878,2019-02-13 11:40:00
C0009,TRC00022,1,73,MEDICAL,-80.0137,32.8783,2019-02-13 11:40:00
C0010,TRC00022,22,34,MEDICAL,-80.005,32.8477,2019-02-13 11:40:00
C0001,TRC00023,29,68,MEDICAL,-80.0057,32.8091,2019-02-13 11:40:00
C0002,TRC00023,27,70,MEDICAL,-80.0013,32.9683,2019-02-13 11:40:00
C0003,TRC00023,17,35,ELECTRONICS,-80.0084,32.7859,2019-02-13 11:40:00
C0004,TRC00023,24,30,MEDICAL,-80.0094,35.9622,2019-02-13 11:40:00
C0005,TRC00023,17,53,FOOD,-80.01,36.0059,2019-02-13 11:40:00
C0006,TRC00023,11,58,FOOD,-86.5783,36.7221,2019-02-13 11:40:00
C0007,TRC00023,15,48,MEDICAL,-86.5574,36.6682,2019-02-13 11:40:00
C0008,TRC00023,32,29,ELECTRONICS,-86.5225,36.6037,2019-02-13 11:40:00
C0009,TRC00023,1,56,FOOD,-86.5146,36.5733,2019-02-13 11:40:00
C0010,TRC00023,32,72,MEDICAL,-86.7831,36.0424,2019-02-13 11:40:00
C0001,TRC00024,14,73,ELECTRONICS,-86.0422,36.525,2019-02-13 11:40:00
C0002,TRC00024,31,31,FOOD,-86.5116,36.1832,2019-02-13 11:40:00
C0003,TRC00024,10,74,MEDICAL,-86.4364,36.391,2019-02-13 11:40:00
C0004,TRC00024,5,70,ELECTRONICS,-86.5122,36.1891,2019-02-13 11:40:00
C0005,TRC00024,6,59,FOOD,-86.4458,36.3926,2019-02-13 11:40:00
C0006,TRC00024,33,42,MEDICAL,-86.5149,36.1917,2019-02-13 11:40:00
C0007,TRC00024,5,31,ELECTRONICS,-86.5122,36.1798,2019-02-13 11:40:00
C0008,TRC00024,3,56,FOOD,-86.446,36.3889,2019-02-13 11:40:00
C0009,TRC00024,32,57,MEDICAL,-86.5181,36.2046,2019-02-13 11:40:00
C0010,TRC00024,17,31,ELECTRONICS,-86.5441,36.2242,2019-02-13 11:40:00
C0001,TRC00025,31,55,FOOD,-86.4544,36.3808,2019-02-13 11:40:00
C0002,TRC00025,31,54,MEDICAL,-86.6077,36.3056,2019-02-13 11:40:00
C0003,TRC00025,22,20,ELECTRONICS,-86.4581,36.3836,2019-02-13 11:40:00
C0004,TRC00025,16,54,FOOD,-86.5123,35.9747,2019-02-13 11:40:00
C0005,TRC00025,8,35,MEDICAL,-86.4796,36.3727,2019-02-13 11:40:00
C0006,TRC00025,25,70,ELECTRONICS,-86.5086,35.9775,2019-02-13 11:40:00
C0007,TRC00025,21,34,FOOD,-86.4965,36.3613,2019-02-13 11:40:00
C0008,TRC00025,8,43,MEDICAL,-86.6203,36.3049,2019-02-13 11:40:00
C0009,TRC00025,8,49,ELECTRONICS,-86.6881,36.4685,2019-02-13 11:40:00
C0010,TRC00025,30,62,FOOD,-86.6224,36.3044,2019-02-13 11:40:00
C0001,TRC00026,10,23,MEDICAL,-86.6784,36.4688,2019-02-13 11:40:00
C0002,TRC00026,8,68,ELECTRONICS,-86.6762,36.4692,2019-02-13 11:40:00
C0003,TRC00026,6,57,FOOD,-86.6319,36.302,2019-02-13 11:40:00
C0004,TRC00026,5,70,MEDICAL,-86.6404,36.303,2019-02-13 11:40:00
C0005,TRC00026,31,22,ELECTRONICS,-86.6753,36.4694,2019-02-13 11:40:00
C0006,TRC00026,23,49,FOOD,-86.7064,36.2627,2019-02-13 11:40:00
C0007,TRC00026,11,24,MEDICAL,-86.7242,36.4173,2019-02-13 11:40:00
C0008,TRC00026,18,64,ELECTRONICS,-86.6955,36.2987,2019-02-13 11:40:00
C0009,TRC00026,8,29,FOOD,-85.9554,36.2525,2019-02-13 11:40:00
C0010,TRC00026,32,21,MEDICAL,-85.4637,35.9555,2019-02-13 11:40:00
C0001,TRC00027,31,24,ELECTRONICS,-85.326,36.3839,2019-02-13 11:40:00
C0002,TRC00027,25,42,FOOD,-85.462,35.9253,2019-02-13 11:40:00
C0003,TRC00027,15,40,MEDICAL,-85.3328,36.3789,2019-02-13 11:40:00
C0004,TRC00027,26,37,ELECTRONICS,-85.5035,36.134,2019-02-13 11:40:00
C0005,TRC00027,22,40,FOOD,-85.1356,36.6924,2019-02-13 11:40:00
C0006,TRC00027,3,42,MEDICAL,-85.5075,36.137,2019-02-13 11:40:00
C0007,TRC00027,30,20,ELECTRONICS,-85.5129,36.1618,2019-02-13 11:40:00
C0008,TRC00027,2,48,FOOD,-86.7187,36.3296,2019-02-13 11:40:00
C0009,TRC00027,25,54,MEDICAL,-85.4994,36.1548,2019-02-13 11:40:00
C0010,TRC00027,11,53,ELECTRONICS,-86.7133,36.3221,2019-02-13 11:40:00
C0001,TRC00028,21,43,FOOD,-86.6993,36.3226,2019-02-13 11:40:00
C0002,TRC00028,20,27,MEDICAL,-85.5,36.1628,2019-02-13 11:40:00
C0003,TRC00028,12,26,ELECTRONICS,-86.7053,36.317,2019-02-13 11:40:00
C0004,TRC00028,7,74,FOOD,-86.5821,36.2172,2019-02-13 11:40:00
C0005,TRC00028,28,30,MEDICAL,-86.7074,36.3157,2019-02-13 11:40:00
C0006,TRC00028,31,76,ELECTRONICS,-86.6977,36.3103,2019-02-13 11:40:00
C0007,TRC00028,28,24,FOOD,-86.703,36.2978,2019-02-13 11:40:00
C0008,TRC00028,24,31,MEDICAL,-86.7028,36.2924,2019-02-13 11:40:00
C0009,TRC00028,20,38,ELECTRONICS,-84.9032,36.3981,2019-02-13 11:40:00
C0010,TRC00028,30,37,FOOD,-86.7108,36.2679,2019-02-13 11:40:00
C0001,TRC00029,8,42,MEDICAL,-84.9258,34.3768,2019-02-13 11:40:00
C0002,TRC00029,20,54,ELECTRONICS,-86.7064,36.2627,2019-02-13 11:40:00
C0003,TRC00029,2,23,FOOD,-84.9261,34.3651,2019-02-13 11:40:00
C0004,TRC00029,5,44,MEDICAL,-86.7242,36.2324,2019-02-13 11:40:00
C0005,TRC00029,24,42,ELECTRONICS,-84.8704,34.388,2019-02-13 11:40:00
C0006,TRC00029,5,61,FOOD,-86.6943,36.2209,2019-02-13 11:40:00
C0007,TRC00029,11,49,MEDICAL,-84.9227,34.4755,2019-02-13 11:40:00
C0008,TRC00029,10,20,ELECTRONICS,-84.9362,34.4791,2019-02-13 11:40:00
C0009,TRC00029,14,40,FOOD,-86.6959,36.2104,2019-02-13 11:40:00
C0010,TRC00029,34,48,MEDICAL,-84.9511,34.5028,2019-02-13 11:40:00
C0001,TRC00030,15,36,ELECTRONICS,-86.6951,36.2102,2019-02-13 11:40:00
C0002,TRC00030,29,73,FOOD,-86.6931,36.2093,2019-02-13 11:40:00
C0003,TRC00030,34,39,MEDICAL,-84.9227,34.5118,2019-02-13 11:40:00
C0004,TRC00030,20,39,ELECTRONICS,-84.8566,34.1653,2019-02-13 11:40:00
C0005,TRC00030,32,73,FOOD,-86.6954,36.2048,2019-02-13 11:40:00
C0006,TRC00030,23,60,MEDICAL,-84.8328,34.147,2019-02-13 11:40:00
C0007,TRC00030,6,62,ELECTRONICS,-86.6666,36.1465,2019-02-13 11:40:00
C0008,TRC00030,1,27,FOOD,-85.0512,33.9975,2019-02-13 11:40:00
C0009,TRC00030,22,76,MEDICAL,-86.6064,36.1797,2019-02-13 11:40:00
C0010,TRC00030,9,33,ELECTRONICS,-86.6236,36.1932,2019-02-13 11:40:00
C0001,TRC00031,17,37,FOOD,-80.0019,37.3185,2019-02-13 11:40:00
C0002,TRC00031,6,50,MEDICAL,-80.0009,33.1854,2019-02-13 11:40:00
C0003,TRC00031,29,45,MEDICAL,-80.0086,33.194,2019-02-13 11:40:00
C0004,TRC00031,30,63,MEDICAL,-80.0109,37.2329,2019-02-13 11:40:00
C0005,TRC00031,4,42,FOOD,-80.0033,35.9209,2019-02-13 11:40:00
C0006,TRC00031,27,33,MEDICAL,-80.0078,37.2326,2019-02-13 11:40:00
C0007,TRC00031,16,55,MEDICAL,-80.0168,35.9253,2019-02-13 11:40:00
C0008,TRC00031,18,67,ELECTRONICS,-80.0158,35.9315,2019-02-13 11:40:00
C0009,TRC00031,18,44,ELECTRONICS,-80.0008,35.9543,2019-02-13 11:40:00
